507.6 0.0000
508.4 0.0000
509.2 0.0000
510.0 0.0000
510.8 0.0000
511.6 0.0000
512.4 0.0000
513.2 0.0000
514.0 0.0000
514.8 0.0000
515.6 0.0000
516.4 0.0000
517.2 0.0000
518.0 0.0000
518.8 0.0000
519.6 0.0000
520.4 0.0000
521.2 0.0000
522.0 0.0000
522.8 0.0000
523.6 0.0000
524.4 0.0000
525.2 0.0000
526.0 0.0000
526.8 0.0000
527.6 0.0000
528.4 0.0000
529.2 0.0000
530.0 0.0000
530.8 0.0000
531.6 0.0000
532.4 0.0000
533.2 0.0000
534.0 0.0000
534.8 0.0000
535.6 0.0000
536.4 0.0000
537.2 0.0000
538.0 0.0000
538.8 0.0000
539.6 0.0000
540.4 0.0000
541.2 0.0000
542.0 0.0000
542.8 0.0000
543.6 0.0000
544.4 0.0000
545.2 0.0000
546.0 0.0000
546.8 0.0000
547.6 0.0000
548.4 0.0000
549.2 0.0000
550.0 0.0000
550.8 0.0000
551.6 0.0000
552.4 0.0000
553.2 0.0000
554.0 0.0000
554.8 0.0000
555.6 0.0000
556.4 0.0000
557.2 0.0000
558.0 0.0000
558.8 0.0001
559.6 0.0001
560.4 0.0002
561.2 0.0003
562.0 0.0004
562.8 0.0007
563.6 0.0011
564.4 0.0016
565.2 0.0024
566.0 0.0035
566.8 0.0050
567.6 0.0071
568.4 0.0099
569.2 0.0134
570.0 0.0179
570.8 0.0237
571.6 0.0308
572.4 0.0393
573.2 0.0491
574.0 0.0607
574.8 0.0739
575.6 0.0884
576.4 0.1046
577.2 0.1228
578.0 0.1430
578.8 0.1649
579.6 0.1890
580.4 0.2151
581.2 0.2438
582.0 0.2733
582.8 0.3049
583.6 0.3367
584.4 0.3687
585.2 0.4004
586.0 0.4306
586.8 0.4615
587.6 0.4891
588.4 0.5152
589.2 0.5409
590.0 0.5647
590.8 0.5867
591.6 0.6059
592.4 0.6250
593.2 0.6418
594.0 0.6582
594.8 0.6722
595.6 0.6861
596.4 0.6999
597.2 0.7125
598.0 0.7252
598.8 0.7379
599.6 0.7500
600.4 0.7625
601.2 0.7740
602.0 0.7844
602.8 0.7949
603.6 0.8050
604.4 0.8126
605.2 0.8209
606.0 0.8275
606.8 0.8332
607.6 0.8387
608.4 0.8421
609.2 0.8456
610.0 0.8492
610.8 0.8535
611.6 0.8551
612.4 0.8573
613.2 0.8606
614.0 0.8631
614.8 0.8662
615.6 0.8700
616.4 0.8736
617.2 0.8767
618.0 0.8804
618.8 0.8854
619.6 0.8889
620.4 0.8940
621.2 0.8978
622.0 0.9008
622.8 0.9044
623.6 0.9061
624.4 0.9072
625.2 0.9065
626.0 0.9059
626.8 0.9042
627.6 0.8999
628.4 0.8971
629.2 0.8921
630.0 0.8868
630.8 0.8802
631.6 0.8743
632.4 0.8672
633.2 0.8612
634.0 0.8545
634.8 0.8478
635.6 0.8415
636.4 0.8365
637.2 0.8317
638.0 0.8263
638.8 0.8220
639.6 0.8188
640.4 0.8166
641.2 0.8128
642.0 0.8123
642.8 0.8101
643.6 0.8082
644.4 0.8087
645.2 0.8083
646.0 0.8082
646.8 0.8089
647.6 0.8092
648.4 0.8101
649.2 0.8123
650.0 0.8131
650.8 0.8171
651.6 0.8173
652.4 0.8202
653.2 0.8228
654.0 0.8261
654.8 0.8302
655.6 0.8328
656.4 0.8364
657.2 0.8403
658.0 0.8433
658.8 0.8470
659.6 0.8493
660.4 0.8521
661.2 0.8538
662.0 0.8548
662.8 0.8571
663.6 0.8540
664.4 0.8525
665.2 0.8486
666.0 0.8444
666.8 0.8372
667.6 0.8306
668.4 0.8213
669.2 0.8104
670.0 0.7999
670.8 0.7869
671.6 0.7753
672.4 0.7624
673.2 0.7504
674.0 0.7369
674.8 0.7260
675.6 0.7143
676.4 0.7054
677.2 0.6959
678.0 0.6878
678.8 0.6821
679.6 0.6761
680.4 0.6728
681.2 0.6714
682.0 0.6700
682.8 0.6709
683.6 0.6742
684.4 0.6770
685.2 0.6831
686.0 0.6896
686.8 0.6981
687.6 0.7075
688.4 0.7174
689.2 0.7300
690.0 0.7436
690.8 0.7562
691.6 0.7715
692.4 0.7859
693.2 0.7994
694.0 0.8121
694.8 0.8255
695.6 0.8377
696.4 0.8476
697.2 0.8590
698.0 0.8660
698.8 0.8722
699.6 0.8772
700.4 0.8806
701.2 0.8811
702.0 0.8807
702.8 0.8764
703.6 0.8706
704.4 0.8607
705.2 0.8490
706.0 0.8338
706.8 0.8136
707.6 0.7904
708.4 0.7622
709.2 0.7293
710.0 0.6922
710.8 0.6524
711.6 0.6087
712.4 0.5642
713.2 0.5181
714.0 0.4744
714.8 0.4310
715.6 0.3905
716.4 0.3534
717.2 0.3190
718.0 0.2867
718.8 0.2573
719.6 0.2319
720.4 0.2082
721.2 0.1868
722.0 0.1682
722.8 0.1523
723.6 0.1376
724.4 0.1251
725.2 0.1142
726.0 0.1048
726.8 0.0962
727.6 0.0886
728.4 0.0819
729.2 0.0758
730.0 0.0705
730.8 0.0657
731.6 0.0613
732.4 0.0576
733.2 0.0539
734.0 0.0507
734.8 0.0481
735.6 0.0453
736.4 0.0432
737.2 0.0412
738.0 0.0392
738.8 0.0373
739.6 0.0355
740.4 0.0339
741.2 0.0324
742.0 0.0310
742.8 0.0297
743.6 0.0282
744.4 0.0271
745.2 0.0260
746.0 0.0249
746.8 0.0239
747.6 0.0227
748.4 0.0218
749.2 0.0208
750.0 0.0198
750.8 0.0191
751.6 0.0181
752.4 0.0173
753.2 0.0164
754.0 0.0158
754.8 0.0151
755.6 0.0144
756.4 0.0138
757.2 0.0132
758.0 0.0127
758.8 0.0122
759.6 0.0117
760.4 0.0112
761.2 0.0108
762.0 0.0104
762.8 0.0101
763.6 0.0097
764.4 0.0095
765.2 0.0092
766.0 0.0089
766.8 0.0087
767.6 0.0085
768.4 0.0083
769.2 0.0082
770.0 0.0080
770.8 0.0079
771.6 0.0077
772.4 0.0076
773.2 0.0076
774.0 0.0076
774.8 0.0076
775.6 0.0075
776.4 0.0074
777.2 0.0074
778.0 0.0074
778.8 0.0075
