1270  	0.069804  	 	
1269.900024 	0.020871 		
1269.800049 	0.035138 		
1269.699951 	0.181386 		
1269.599976 	-0.07803 		
1269.5 	0.17512 		
1269.400024 	-0.19442 		
1269.300049 	0.21591 		
1269.199951 	0.054746 		
1269.099976 	0.027964 		
1269 	0.03499 		
1268.900024 	-0.04882 		
1268.800049 	0.13933 		
1268.699951 	0.041597 		
1268.599976 	0.139695 		
1268.5 	-0.04194 		
1268.400024 	0.118912 		
1268.300049 	0.06332 		
1268.199951 	0.139695 		
1268.099976 	0.132464 		
1268 	0.16097 		
1267.900024 	0.292842 		
1267.800049 	0.126591 		
1267.699951 	0.203739 		
1267.599976 	0.0008 		
1267.5 	0.145329 		
1267.400024 	0.034231 		
1267.300049 	0.146939 		
1267.199951 	0.257154 		
1267.099976 	0.272161 		
1267 	0.104712 		
1266.900024 	0.125953 		
1266.800049 	0.202332 		
1266.699951 	0.341648 		
1266.599976 	0.272414 		
1266.5 	0.229978 		
1266.400024 	0.166735 		
1266.300049 	0.167924 		
1266.199951 	0.294233 		
1266.099976 	0.238102 		
1266 	0.189246 		
1265.900024 	0.206988 		
1265.800049 	0.251004 		
1265.699951 	0.182002 		
1265.599976 	0.433251 		
1265.5 	0.41196 		
1265.400024 	0.566547 		
1265.300049 	0.537816 		
1265.199951 	0.433868 		
1265.099976 	0.434837 		
1265 	0.557648 		
1264.900024 	0.474663 		
1264.800049 	0.634072 		
1264.699951 	0.550257 		
1264.599976 	0.725262 		
1264.5 	0.780493 		
1264.400024 	0.868497 		
1264.300049 	0.939218 		
1264.199951 	0.790218 		
1264.099976 	0.879018 		
1264 	1.068368 		
1263.900024 	1.204603 		
1263.800049 	1.178616 		
1263.699951 	1.414868 		
1263.599976 	1.383892 		
1263.5 	1.511636 		
1263.400024 	1.75404 		
1263.300049 	2.033524 		
1263.199951 	1.944586 		
1263.099976 	2.138306 		
1263 	2.411567 		
1262.900024 	2.535248 		
1262.800049 	2.746393 		
1262.699951 	2.999275 		
1262.599976 	3.18741 		
1262.5 	3.552843 		
1262.400024 	3.861424 		
1262.300049 	4.322128 		
1262.199951 	4.812212 		
1262.099976 	5.266362 		
1262 	5.683054 		
1261.900024 	6.497139 		
1261.800049 	6.905665 		
1261.699951 	7.708465 		
1261.599976 	8.450211 		
1261.5 	9.294551 		
1261.400024 	10.50531 		
1261.300049 	11.41181 		
1261.199951 	12.71127 		
1261.099976 	14.36278 		
1261 	16.03093 		
1260.900024 	17.5958 		
1260.800049 	19.46538 		
1260.699951 	21.82125 		
1260.599976 	24.4739 		
1260.5 	26.89591 		
1260.400024 	29.43287 		
1260.300049 	32.46607 		
1260.199951 	36.35535 		
1260.099976 	39.38458 		
1260 	42.53267 		
1259.900024 	45.84124 		
1259.800049 	49.70376 		
1259.699951 	53.04211 		
1259.599976 	56.27289 		
1259.5 	59.11469 		
1259.400024 	62.64994 		
1259.300049 	65.47791 		
1259.199951 	67.69807 		
1259.099976 	69.70413 		
1259 	71.65891 		
1258.900024 	73.72146 		
1258.800049 	75.29385 		
1258.699951 	76.27518 		
1258.599976 	77.25016 		
1258.5 	78.44057 		
1258.400024 	79.16331 		
1258.300049 	79.51051 		
1258.199951 	79.8988 		
1258.099976 	80.39609 		
1258 	80.58391 		
1257.900024 	80.75735 		
1257.800049 	80.70735 		
1257.699951 	80.62643 		
1257.599976 	80.22059 		
1257.5 	79.85137 		
1257.400024 	79.12703 		
1257.300049 	78.19888 		
1257.199951 	76.79608 		
1257.099976 	75.45008 		
1257 	74.05698 		
